"nomen","nomjour","nomgr","qte_nette"
110007,"lundi","vin",150
110007,"dimanche","vin",75
110007,"samedi","vin",375
110007,"mardi","vin",100
110007,"mardi","spirit",40
110007,"jeudi","vin",100
110007,"samedi","cocktail",150
110007,"mercredi","vin",100
110020,"mardi","vin",50
110020,"dimanche","vin",200
110020,"jeudi","spirit",60
110020,"mercredi","spirit",120
110020,"mardi","spirit",100
110020,"lundi","vin",120
110020,"samedi","spirit",50
110034,"dimanche","cidre",200
110034,"vendredi","vin",200
110046,"lundi","vin",120
110046,"jeudi","vin",120
110046,"samedi","vin",120
110046,"mardi","vin",120
110046,"dimanche","vin",120
110046,"mercredi","vin",180
110046,"vendredi","vin",120
110057,"samedi","spirit",40
110057,"lundi","cocktail",100
110057,"vendredi","biere",250
110057,"lundi","vin",200
110057,"jeudi","spirit",80
110057,"dimanche","biere",250
110057,"samedi","biere",250
110057,"samedi","vin",600
110067,"jeudi","vin",400
110067,"dimanche","biere",660
110067,"vendredi","vin",700
110067,"mardi","vin",300
110067,"dimanche","vin",400
110067,"samedi","spirit",50
110067,"mercredi","vin",400
110067,"mercredi","cocktail",120
110067,"samedi","vin",800
110067,"mercredi","biere",750
110067,"dimanche","cocktail",120
110081,"jeudi","vin",340
110081,"samedi","vin",400
110110,"jeudi","biere",750
110110,"mercredi","vin",150
110110,"jeudi","cocktail",360
110110,"samedi","biere",1000
110110,"samedi","vin",270
110110,"samedi","cocktail",240
110113,"dimanche","vin",100
110113,"samedi","vin",350
110125,"samedi","vin",350
110125,"vendredi","biere",660
110125,"mercredi","cidre",350
110125,"samedi","cocktail",200
110125,"vendredi","vin",1000
110137,"mercredi","vin",300
110137,"mardi","vin",300
110137,"vendredi","vin",300
110137,"dimanche","vin",150
110137,"jeudi","vin",300
110137,"lundi","vin",300
110152,"dimanche","biere",1000
110152,"samedi","vin",300
110152,"mercredi","vin",600
110152,"samedi","spirit",40
110152,"jeudi","vin",300
110152,"vendredi","vin",300
110152,"vendredi","biere",250
110167,"lundi","vin",600
110167,"mardi","vin",150
110167,"mercredi","vin",700
110167,"jeudi","vin",500
110167,"vendredi","vin",1100
110167,"dimanche","vin",750
110167,"vendredi","spirit",120
110185,"jeudi","biere",250
110185,"dimanche","vin",250
110185,"samedi","vin",250
110185,"mardi","vin",150
110185,"vendredi","biere",250
110185,"jeudi","vin",150
110185,"lundi","vin",150
110185,"mercredi","vin",150
110185,"lundi","biere",250
110185,"vendredi","vin",350
110194,"dimanche","vin",250
110194,"jeudi","spirit",40
110194,"jeudi","vin",400
110194,"lundi","spirit",80
110194,"vendredi","vin",250
110194,"vendredi","cidre",330
110194,"samedi","vin",500
110194,"lundi","vin",200
110194,"jeudi","cidre",330
110207,"dimanche","spirit",40
110207,"samedi","biere",330
110207,"dimanche","biere",330
110208,"vendredi","vin",300
110208,"samedi","vin",300
110237,"vendredi","spirit",20
110237,"samedi","biere",660
110237,"samedi","vin",480
110237,"vendredi","vin",850
110243,"dimanche","vin",200
110243,"mercredi","vin",100
110243,"mercredi","spirit",40
110243,"vendredi","vin",250
110243,"samedi","vin",250
110243,"mardi","vin",50
110244,"samedi","vin",650
110244,"vendredi","vin",300
110244,"jeudi","vin",300
110244,"lundi","vin",150
110244,"dimanche","vin",450
110244,"mercredi","vin",300
110244,"mardi","vin",300
110298,"samedi","spirit",50
110330,"dimanche","spirit",50
110330,"samedi","vin",300
110330,"vendredi","spirit",50
110330,"samedi","spirit",50
110341,"samedi","vin",200
110362,"vendredi","vin",360
110362,"vendredi","biere",500
110362,"lundi","biere",250
110362,"samedi","spirit",300
110362,"dimanche","vin",600
110362,"mardi","vin",500
110362,"mardi","biere",250
110362,"lundi","vin",360
110362,"jeudi","vin",480
110362,"vendredi","spirit",100
110362,"jeudi","biere",250
110362,"mercredi","vin",480
110362,"samedi","biere",250
110362,"dimanche","cocktail",240
110362,"samedi","vin",240
110371,"mardi","spirit",280
110372,"samedi","spirit",50
110373,"dimanche","vin",200
110373,"vendredi","biere",330
110373,"lundi","vin",200
110373,"mardi","vin",100
110373,"samedi","vin",200
110385,"dimanche","cocktail",100
110385,"jeudi","vin",200
110385,"samedi","spirit",50
110385,"mardi","vin",200
110385,"lundi","vin",300
110385,"vendredi","vin",200
110385,"mercredi","vin",200
110385,"dimanche","vin",200
110385,"samedi","vin",200
110390,"samedi","vin",1600
110390,"dimanche","spirit",80
110390,"dimanche","vin",200
110390,"mardi","spirit",40
110390,"lundi","vin",200
110390,"dimanche","biere",250
110390,"lundi","spirit",80
110391,"samedi","vin",200
110391,"mardi","vin",200
110391,"samedi","spirit",8
110391,"mardi","cidre",240
110392,"samedi","vin",150
110392,"mercredi","vin",100
110409,"mercredi","spirit",400
110409,"lundi","spirit",80
110409,"mardi","spirit",160
110409,"vendredi","spirit",40
110432,"vendredi","vin",120
110432,"mercredi","vin",180
110432,"samedi","vin",120
110432,"mardi","vin",120
110432,"jeudi","vin",180
110432,"dimanche","vin",340
110432,"lundi","vin",120
110455,"lundi","vin",220
110455,"jeudi","vin",240
110455,"mardi","vin",240
110455,"samedi","vin",250
110455,"dimanche","cocktail",120
110455,"dimanche","vin",570
110455,"mardi","spirit",80
110455,"mercredi","vin",360
110455,"vendredi","vin",400
110469,"mercredi","vin",200
110469,"jeudi","vin",500
110469,"lundi","vin",150
110469,"mardi","spirit",50
110469,"lundi","biere",250
110469,"dimanche","vin",150
110469,"samedi","vin",100
110469,"vendredi","spirit",50
110469,"mardi","vin",100
110469,"vendredi","vin",200
110469,"dimanche","spirit",100
110469,"jeudi","biere",250
110472,"samedi","spirit",50
110483,"vendredi","vin",50
110483,"jeudi","spirit",36
110483,"samedi","vin",150
110483,"dimanche","vin",100
110483,"mercredi","vin",100
110486,"vendredi","vin",48
110486,"mercredi","vin",250
110486,"mercredi","cocktail",120
110486,"dimanche","spirit",40
110486,"vendredi","biere",330
110486,"dimanche","vin",450
110486,"samedi","cocktail",120
110486,"lundi","vin",36
110486,"samedi","vin",100
110486,"mardi","vin",286
110493,"lundi","biere",120
110493,"samedi","vin",450
110493,"mardi","biere",120
110493,"dimanche","biere",120
110498,"jeudi","vin",150
110500,"samedi","vin",100
110512,"mercredi","vin",400
110512,"mardi","cocktail",200
110512,"lundi","vin",300
110512,"mardi","vin",150
110512,"samedi","vin",1260
110512,"vendredi","vin",150
110512,"jeudi","vin",600
110512,"dimanche","spirit",50
110512,"dimanche","vin",750
110518,"dimanche","vin",100
110518,"mercredi","vin",100
110518,"mardi","vin",200
110519,"lundi","vin",120
110519,"jeudi","spirit",40
110519,"mardi","vin",480
110519,"vendredi","spirit",40
110519,"lundi","spirit",40
110519,"mercredi","spirit",90
110519,"mercredi","biere",500
110531,"mardi","spirit",120
110531,"mercredi","spirit",200
110531,"dimanche","biere",2500
110531,"mardi","biere",2000
110531,"vendredi","biere",1250
110531,"mardi","cocktail",600
110539,"jeudi","vin",150
110539,"mardi","cocktail",100
110539,"vendredi","biere",250
110539,"samedi","spirit",50
110548,"mercredi","vin",300
110548,"vendredi","vin",650
110554,"vendredi","cidre",150
110558,"dimanche","vin",120
110558,"samedi","vin",240
110559,"samedi","spirit",50
110559,"lundi","cidre",150
110559,"jeudi","vin",200
110559,"vendredi","vin",100
110559,"samedi","vin",350
110559,"dimanche","vin",300
110559,"mardi","cidre",240
110559,"lundi","vin",200
110564,"jeudi","vin",240
110564,"vendredi","cocktail",200
110564,"vendredi","vin",510
110569,"mercredi","vin",200
110571,"jeudi","vin",150
110571,"dimanche","vin",300
110580,"dimanche","vin",700
110580,"vendredi","vin",300
110580,"samedi","vin",300
110580,"samedi","spirit",50
110580,"mercredi","cocktail",100
110580,"mercredi","vin",600
110582,"samedi","vin",480
110595,"samedi","biere",160
110595,"jeudi","spirit",60
110595,"mardi","spirit",150
110598,"samedi","cocktail",100
110598,"dimanche","vin",300
110598,"samedi","vin",200
110605,"vendredi","spirit",40
110618,"vendredi","vin",150
110618,"samedi","vin",150
110618,"lundi","vin",300
110618,"dimanche","vin",150
110618,"mercredi","vin",150
110642,"mercredi","vin",100
110644,"jeudi","vin",150
110644,"lundi","vin",100
110644,"mercredi","vin",150
110644,"dimanche","vin",200
110647,"vendredi","spirit",40
110647,"dimanche","spirit",40
110677,"dimanche","cidre",240
110677,"lundi","vin",75
110677,"samedi","spirit",60
110677,"samedi","vin",180
110677,"jeudi","vin",120
110677,"mercredi","vin",600
110687,"mardi","vin",200
110687,"dimanche","vin",120
110712,"vendredi","cocktail",50
110712,"samedi","cocktail",50
110712,"samedi","vin",300
110715,"dimanche","cocktail",100
110735,"jeudi","cocktail",330
110735,"vendredi","cocktail",780
110735,"vendredi","cidre",500
110744,"samedi","spirit",100
110744,"samedi","vin",440
110753,"vendredi","vin",240
110760,"dimanche","spirit",40
110760,"lundi","spirit",40
110760,"lundi","vin",100
110760,"samedi","spirit",40
110760,"mardi","spirit",40
110760,"samedi","vin",100
110760,"vendredi","spirit",40
110760,"jeudi","spirit",40
110760,"mercredi","spirit",40
110760,"dimanche","vin",100
110796,"mardi","cocktail",150
110796,"mercredi","vin",800
110796,"mardi","vin",800
110796,"lundi","vin",700
110796,"samedi","vin",800
110796,"jeudi","vin",300
110796,"mercredi","spirit",40
110796,"vendredi","vin",500
110826,"jeudi","biere",330
110826,"dimanche","vin",150
110826,"vendredi","biere",330
110826,"jeudi","vin",450
110834,"mercredi","vin",240
110834,"jeudi","vin",240
110859,"dimanche","vin",150
110859,"samedi","vin",450
110859,"samedi","spirit",50
110859,"vendredi","vin",150
110866,"samedi","vin",200
110871,"vendredi","spirit",40
110871,"samedi","vin",500
110871,"lundi","vin",100
110887,"mercredi","vin",120
110887,"vendredi","vin",150
110887,"dimanche","vin",150
110888,"mardi","biere",250
110888,"vendredi","vin",150
110888,"vendredi","spirit",40
110888,"jeudi","spirit",40
110888,"samedi","vin",1000
110888,"samedi","spirit",120
110888,"samedi","biere",500
110888,"vendredi","biere",250
110888,"mardi","cidre",360
110888,"samedi","cidre",450
110889,"jeudi","vin",720
110889,"dimanche","vin",800
110889,"vendredi","biere",250
110889,"dimanche","biere",250
110889,"dimanche","cocktail",240
110889,"jeudi","biere",250
110889,"vendredi","cocktail",360
110889,"mercredi","biere",250
110889,"mercredi","vin",720
110889,"dimanche","spirit",40
110889,"samedi","vin",700
110889,"samedi","cocktail",120
110889,"mardi","vin",720
110889,"lundi","vin",700
110889,"vendredi","vin",600
110889,"samedi","biere",500
110903,"dimanche","vin",100
110906,"mardi","vin",360
110906,"dimanche","vin",360
110906,"jeudi","vin",360
110906,"mercredi","vin",360
110906,"lundi","vin",360
110906,"vendredi","vin",360
110906,"samedi","vin",360
110908,"mercredi","vin",100
110908,"lundi","vin",50
110908,"samedi","spirit",6
110908,"vendredi","vin",50
110908,"samedi","vin",75
110908,"dimanche","vin",100
110908,"jeudi","vin",100
110910,"lundi","vin",200
110910,"mercredi","spirit",300
110910,"samedi","vin",900
110910,"vendredi","vin",500
110910,"dimanche","vin",1380
110910,"vendredi","cocktail",240
110923,"samedi","vin",460
110923,"mardi","vin",60
110923,"lundi","vin",60
110923,"mercredi","vin",60
110923,"jeudi","vin",60
110923,"vendredi","vin",120
110923,"samedi","cocktail",300
110927,"mardi","vin",2
110927,"dimanche","spirit",170
110928,"samedi","cocktail",150
110937,"dimanche","vin",325
110937,"samedi","vin",200
110937,"lundi","vin",124
110939,"dimanche","vin",200
110939,"samedi","vin",450
110939,"samedi","spirit",40
110941,"lundi","spirit",50
110941,"vendredi","spirit",50
110941,"jeudi","vin",200
110941,"vendredi","vin",200
110946,"samedi","vin",200
110946,"dimanche","vin",200
110946,"mardi","vin",130
110972,"samedi","vin",900
110972,"jeudi","vin",300
110972,"vendredi","vin",150
110972,"jeudi","spirit",40
110972,"lundi","vin",250
110972,"dimanche","vin",1500
110972,"mardi","vin",300
110972,"mercredi","vin",600
110974,"samedi","spirit",100
110974,"samedi","vin",300
110979,"samedi","cocktail",100
110979,"vendredi","vin",300
110979,"dimanche","cocktail",300
110979,"samedi","vin",400
110979,"mercredi","vin",100
110979,"mardi","cidre",150
110979,"dimanche","vin",300
110979,"vendredi","cocktail",100
110979,"jeudi","vin",100
110984,"samedi","spirit",100
110984,"vendredi","biere",750
110984,"vendredi","vin",120
110984,"samedi","biere",250
110984,"samedi","vin",120
110984,"dimanche","cidre",500
110984,"mercredi","vin",120
110987,"mercredi","vin",150
110987,"dimanche","vin",300
110987,"mardi","vin",300
110987,"samedi","vin",150
110988,"dimanche","biere",500
110988,"samedi","vin",750
110988,"dimanche","cocktail",480
110988,"mercredi","biere",250
110988,"dimanche","vin",200
110988,"samedi","cocktail",360
110989,"lundi","vin",200
110989,"samedi","vin",450
110989,"jeudi","spirit",80
110989,"mercredi","vin",400
110989,"vendredi","vin",400
110989,"mardi","spirit",40
110989,"dimanche","cocktail",100
110989,"vendredi","spirit",80
110989,"jeudi","vin",400
110989,"dimanche","vin",300
110989,"mercredi","spirit",80
110989,"mardi","vin",200
110990,"samedi","cocktail",225
110990,"samedi","vin",200
110990,"samedi","cidre",300
110995,"dimanche","biere",500
110995,"jeudi","vin",250
110995,"mardi","cocktail",240
110995,"samedi","cocktail",240
110995,"vendredi","biere",500
110995,"dimanche","vin",200
110995,"dimanche","cocktail",120
110999,"jeudi","cocktail",250
110999,"mercredi","cocktail",250
110999,"dimanche","cocktail",490
110999,"lundi","cocktail",500
110999,"vendredi","cocktail",250
111001,"samedi","vin",300
111001,"vendredi","vin",120
111001,"dimanche","vin",440
111001,"dimanche","spirit",40
111001,"samedi","spirit",24
111006,"samedi","spirit",120
111006,"samedi","vin",100
111006,"dimanche","spirit",40
111006,"dimanche","vin",100
111012,"dimanche","vin",150
111012,"samedi","spirit",45
111012,"samedi","vin",300
111016,"dimanche","cocktail",450
111016,"samedi","vin",350
111016,"vendredi","vin",500
111016,"mardi","vin",400
111016,"lundi","spirit",40
111016,"jeudi","vin",600
111016,"jeudi","spirit",40
111016,"mercredi","vin",400
111016,"samedi","spirit",140
111016,"lundi","vin",400
111016,"lundi","biere",250
111016,"mardi","spirit",40
111016,"mercredi","biere",250
111016,"dimanche","spirit",40
111016,"mercredi","spirit",80
111016,"dimanche","vin",600
111035,"vendredi","spirit",40
111035,"dimanche","vin",300
111035,"vendredi","cocktail",200
111035,"samedi","vin",700
111035,"dimanche","cocktail",100
111041,"vendredi","spirit",40
111041,"samedi","vin",200
111041,"jeudi","vin",240
111041,"dimanche","vin",100
111057,"dimanche","vin",200
111057,"samedi","vin",840
111057,"mardi","cidre",150
111061,"samedi","vin",100
111061,"dimanche","vin",100
111080,"vendredi","vin",120
111080,"jeudi","cidre",150
111080,"samedi","cocktail",200
111080,"mardi","vin",120
111080,"samedi","vin",120
111080,"dimanche","spirit",100
111080,"dimanche","cidre",150
111080,"mercredi","cidre",150
111081,"dimanche","cocktail",200
111081,"dimanche","vin",200
111087,"dimanche","spirit",50
111091,"mardi","vin",120
111091,"dimanche","vin",120
111091,"samedi","vin",150
111097,"jeudi","vin",200
111097,"vendredi","vin",200
111097,"samedi","spirit",140
111097,"lundi","vin",200
111097,"mardi","vin",200
111097,"mercredi","vin",200
111097,"dimanche","biere",250
111097,"samedi","vin",250
111097,"dimanche","vin",100
111102,"dimanche","cocktail",1000
111102,"samedi","cocktail",400
111105,"lundi","vin",100
111105,"vendredi","vin",100
111105,"samedi","vin",100
111105,"jeudi","vin",100
111105,"mercredi","vin",100
111105,"mardi","vin",100
111105,"dimanche","vin",100
111120,"samedi","cocktail",100
111138,"dimanche","vin",150
111142,"dimanche","vin",120
111142,"samedi","cocktail",100
111142,"dimanche","cidre",250
111142,"mardi","vin",120
111142,"vendredi","vin",120
111142,"jeudi","vin",120
111149,"samedi","vin",360
111149,"samedi","spirit",80
111158,"samedi","spirit",40
111158,"vendredi","spirit",40
111160,"dimanche","spirit",200
111162,"samedi","cocktail",120
111164,"samedi","vin",600
111164,"samedi","cocktail",100
111174,"dimanche","spirit",160
111174,"lundi","spirit",120
111174,"mardi","spirit",120
111174,"vendredi","spirit",40
111174,"samedi","spirit",240
111174,"mercredi","spirit",120
111174,"jeudi","spirit",80
111175,"lundi","vin",120
111175,"mardi","vin",120
111175,"dimanche","spirit",50
111175,"mardi","spirit",40
111180,"lundi","vin",300
111180,"samedi","vin",300
111180,"jeudi","spirit",100
111180,"mercredi","spirit",100
111180,"mardi","spirit",100
111180,"lundi","spirit",100
111180,"jeudi","vin",300
111180,"vendredi","vin",300
111180,"mercredi","vin",300
111180,"dimanche","spirit",200
111180,"samedi","biere",250
111180,"samedi","spirit",150
111180,"dimanche","vin",300
111180,"mardi","vin",300
111180,"vendredi","spirit",100
111181,"vendredi","vin",300
111181,"dimanche","cocktail",120
111181,"samedi","cocktail",120
111181,"vendredi","spirit",40
111185,"dimanche","cidre",150
111185,"samedi","cocktail",100
111185,"samedi","cidre",300
111188,"samedi","spirit",50
111188,"lundi","vin",100
111188,"mercredi","vin",100
111188,"jeudi","vin",100
111188,"mardi","vin",100
111188,"samedi","vin",300
111188,"dimanche","vin",200
111188,"vendredi","vin",100
111207,"dimanche","cidre",500
111207,"samedi","biere",250
111207,"lundi","biere",250
111207,"vendredi","biere",250
111207,"jeudi","biere",250
111209,"samedi","vin",600
111209,"dimanche","vin",120
111209,"vendredi","cocktail",120
111209,"lundi","spirit",350
111209,"mardi","vin",300
111209,"mercredi","vin",420
111209,"jeudi","cidre",1000
111209,"lundi","cidre",780
111209,"vendredi","vin",900
111229,"samedi","biere",250
111229,"dimanche","biere",250
111229,"dimanche","spirit",80
111229,"samedi","spirit",40
111229,"vendredi","spirit",40
111230,"samedi","spirit",210
111230,"vendredi","spirit",50
111236,"jeudi","spirit",80
111236,"dimanche","cidre",800
111236,"samedi","cocktail",100
111236,"mardi","spirit",100
111236,"vendredi","vin",300
111236,"jeudi","vin",120
111236,"vendredi","spirit",80
111236,"samedi","vin",240
111238,"lundi","vin",1050
111238,"samedi","vin",300
111238,"dimanche","vin",900
111238,"mercredi","vin",750
111238,"vendredi","vin",1340
111238,"mardi","vin",1050
111238,"mardi","spirit",140
111238,"vendredi","spirit",70
111238,"jeudi","vin",900
111239,"lundi","vin",25
111239,"vendredi","vin",75
111239,"samedi","vin",70
111239,"mardi","vin",100
111239,"mercredi","vin",37.5
111247,"mardi","vin",150
111247,"vendredi","vin",100
111247,"dimanche","spirit",40
111247,"samedi","spirit",92
111247,"mardi","spirit",80
111253,"samedi","cocktail",200
111253,"mardi","vin",48
111253,"lundi","cocktail",100
111260,"mardi","vin",360
111260,"mercredi","cocktail",100
111260,"dimanche","vin",120
111260,"samedi","vin",540
111260,"mercredi","vin",240
111261,"dimanche","vin",165
111261,"mercredi","vin",120
111261,"lundi","vin",60
111261,"jeudi","vin",72
111261,"vendredi","vin",72
111261,"mardi","biere",125
111261,"mardi","vin",120
111261,"samedi","vin",222
111264,"samedi","cocktail",500
111264,"mardi","spirit",340
111264,"mercredi","biere",500
111264,"mardi","vin",120
111264,"samedi","spirit",120
111265,"vendredi","vin",600
111265,"samedi","spirit",40
111265,"mercredi","vin",300
111265,"samedi","vin",300
111272,"dimanche","cidre",150
111275,"dimanche","vin",60
111276,"dimanche","spirit",50
111279,"vendredi","vin",100
111279,"mercredi","vin",150
111279,"mercredi","spirit",40
111279,"samedi","vin",100
111279,"jeudi","vin",150
111279,"lundi","vin",200
111280,"dimanche","cocktail",100
111280,"samedi","spirit",75
111280,"mardi","cocktail",100
111280,"mercredi","spirit",40
111281,"samedi","spirit",25
111285,"mardi","vin",450
111285,"mardi","spirit",80
111286,"samedi","vin",270
111295,"dimanche","vin",450
111298,"mardi","vin",100
111298,"dimanche","vin",125
111298,"samedi","vin",200
111302,"dimanche","spirit",120
111302,"mardi","cocktail",100
111317,"mardi","cidre",120
111317,"samedi","cocktail",300
111317,"samedi","vin",100
111317,"mercredi","cidre",120
111317,"dimanche","cidre",150
111317,"dimanche","cocktail",150
111324,"mardi","vin",120
111324,"vendredi","vin",180
111324,"dimanche","vin",420
111324,"vendredi","spirit",50
111324,"mercredi","vin",120
111324,"jeudi","vin",120
111324,"dimanche","spirit",74
111324,"lundi","vin",120
111324,"samedi","vin",120
111324,"lundi","spirit",100
111331,"jeudi","vin",120
111331,"samedi","vin",330
111331,"lundi","vin",60
111331,"mercredi","vin",120
111331,"dimanche","spirit",50
111331,"mardi","vin",240
111331,"mardi","spirit",12
111331,"mardi","cocktail",50
111331,"dimanche","vin",240
111343,"mercredi","spirit",80
111343,"samedi","vin",150
111343,"vendredi","spirit",300
111344,"samedi","vin",100
111344,"dimanche","vin",12
111352,"dimanche","vin",120
111352,"mercredi","vin",300
111363,"samedi","cocktail",50
111363,"samedi","cidre",200
111367,"dimanche","cidre",210
111368,"samedi","vin",150
111370,"samedi","cidre",500
111372,"mercredi","vin",200
111372,"vendredi","vin",200
111372,"samedi","vin",150
111372,"dimanche","vin",200
111372,"lundi","vin",250
111381,"mercredi","cidre",450
111381,"samedi","spirit",40
111381,"vendredi","vin",240
111381,"jeudi","cidre",450
111381,"dimanche","biere",330
111381,"vendredi","cocktail",480
111381,"dimanche","cidre",450
111381,"mercredi","vin",120
111381,"samedi","cidre",450
111381,"samedi","cocktail",240
111381,"samedi","biere",330
111381,"dimanche","vin",300
111381,"samedi","vin",150
111381,"vendredi","biere",330
111383,"dimanche","spirit",40
111390,"dimanche","cidre",600
111404,"dimanche","vin",240
111405,"samedi","cocktail",240
111405,"dimanche","cocktail",360
111413,"mercredi","cidre",225
111413,"mardi","cidre",225
111413,"dimanche","vin",175
111413,"vendredi","cidre",200
111413,"samedi","cidre",200
111414,"mardi","cidre",200
111417,"samedi","cocktail",100
111417,"dimanche","vin",200
111417,"dimanche","cocktail",100
111419,"lundi","vin",200
111419,"mercredi","spirit",90
111419,"mardi","vin",100
111419,"samedi","vin",240
111419,"dimanche","vin",100
111419,"mercredi","vin",200
111422,"dimanche","vin",100
111422,"samedi","cocktail",120
111422,"samedi","vin",300
111422,"mercredi","vin",200
111422,"vendredi","vin",100
111422,"jeudi","vin",100
111422,"mercredi","cocktail",100
111428,"mercredi","vin",250
111428,"mardi","cocktail",150
111428,"mardi","vin",270
111430,"samedi","cocktail",120
111435,"lundi","vin",90
111435,"mercredi","vin",120
111435,"samedi","vin",240
111435,"dimanche","vin",240
111435,"jeudi","vin",120
111435,"mardi","vin",120
111435,"vendredi","vin",120
111447,"samedi","vin",500
111447,"jeudi","vin",200
111447,"samedi","cocktail",100
111457,"dimanche","vin",310
111457,"lundi","vin",300
111457,"mercredi","cidre",660
111457,"jeudi","vin",130
111457,"vendredi","vin",260
111457,"jeudi","cidre",330
111457,"mardi","vin",555
111457,"samedi","vin",310
111467,"mercredi","vin",300
111467,"vendredi","biere",1000
111467,"dimanche","vin",450
111467,"mardi","vin",300
111467,"lundi","biere",500
111467,"dimanche","spirit",50
111471,"mercredi","biere",330
111471,"jeudi","spirit",50
111471,"lundi","spirit",100
111471,"lundi","biere",250
111471,"dimanche","vin",300
111471,"jeudi","biere",330
111479,"vendredi","vin",200
111479,"dimanche","vin",200
111496,"dimanche","vin",750
111496,"jeudi","biere",250
111496,"mardi","vin",600
111496,"vendredi","biere",250
111496,"samedi","spirit",40
111496,"vendredi","vin",720
111496,"lundi","vin",800
111496,"vendredi","spirit",35
111496,"vendredi","cocktail",120
111496,"lundi","cocktail",200
111496,"mercredi","cidre",360
111496,"dimanche","cocktail",300
111496,"samedi","vin",600
111508,"mardi","vin",360
111508,"samedi","vin",360
111508,"lundi","vin",360
111508,"jeudi","vin",360
111508,"vendredi","vin",360
111508,"mercredi","vin",360
111508,"dimanche","vin",300
111516,"dimanche","vin",240
111531,"dimanche","cocktail",120
111531,"samedi","vin",240
111531,"mercredi","vin",560
111531,"jeudi","vin",240
111531,"vendredi","vin",240
111531,"dimanche","vin",240
111531,"mercredi","cocktail",120
111531,"mardi","vin",360
111531,"lundi","vin",240
111538,"samedi","vin",120
111538,"mardi","vin",220
111538,"jeudi","vin",240
111538,"mercredi","cocktail",120
111538,"vendredi","vin",240
111538,"lundi","cocktail",120
111541,"mardi","vin",150
111541,"dimanche","vin",400
111541,"lundi","vin",200
111541,"samedi","biere",330
111541,"vendredi","vin",300
111541,"jeudi","vin",150
111556,"dimanche","spirit",330
111556,"dimanche","vin",150
111556,"samedi","cidre",300
111564,"vendredi","biere",250
111564,"dimanche","cidre",150
111570,"dimanche","cidre",12
111576,"dimanche","spirit",40
111577,"vendredi","spirit",50
111577,"samedi","spirit",50
111577,"jeudi","spirit",100
111577,"samedi","vin",300
111577,"dimanche","spirit",100
111597,"dimanche","vin",100
111597,"dimanche","spirit",50
111599,"jeudi","cocktail",200
111599,"samedi","cocktail",100
111599,"dimanche","cocktail",100
111608,"jeudi","biere",330
111608,"mercredi","vin",150
111608,"samedi","biere",330
111608,"mercredi","biere",250
111608,"samedi","spirit",40
111608,"lundi","biere",330
111611,"samedi","spirit",40
111633,"samedi","vin",500
111633,"dimanche","cocktail",150
111633,"samedi","cocktail",450
111633,"dimanche","vin",500
111641,"samedi","biere",500
111641,"samedi","spirit",40
111641,"dimanche","biere",500
111641,"vendredi","vin",150
111641,"samedi","vin",300
111650,"lundi","biere",250
111650,"vendredi","biere",250
111650,"samedi","cidre",120
111650,"dimanche","cidre",120
111650,"mardi","biere",250
111650,"jeudi","biere",500
111650,"samedi","vin",200
111650,"lundi","spirit",40
111663,"mardi","vin",124
111663,"jeudi","vin",200
111663,"dimanche","vin",300
111663,"samedi","vin",200
111663,"vendredi","vin",200
111663,"lundi","vin",200
111663,"samedi","spirit",100
111666,"jeudi","spirit",40
111666,"jeudi","vin",120
111671,"vendredi","spirit",100
111671,"samedi","spirit",100
111671,"dimanche","spirit",100
111671,"vendredi","vin",500
111676,"jeudi","vin",240
111676,"mercredi","vin",240
111676,"lundi","vin",240
111676,"dimanche","cocktail",120
111676,"vendredi","vin",240
111676,"dimanche","vin",240
111676,"lundi","biere",250
111676,"vendredi","biere",250
111676,"mercredi","biere",250
111676,"dimanche","biere",250
111676,"mardi","vin",240
111676,"samedi","vin",320
111699,"dimanche","cocktail",250
111699,"vendredi","vin",400
111699,"samedi","vin",400
111706,"dimanche","vin",100
111706,"dimanche","spirit",150
111708,"dimanche","cidre",200
111715,"samedi","cocktail",240
111715,"mardi","spirit",80
111715,"vendredi","vin",400
111715,"dimanche","vin",300
111715,"jeudi","vin",600
111715,"mercredi","vin",300
111715,"mardi","vin",762
111715,"dimanche","spirit",80
111715,"samedi","spirit",120
111715,"samedi","vin",800
111715,"vendredi","spirit",120
111723,"vendredi","vin",250
111723,"samedi","vin",375
111723,"dimanche","vin",200
111723,"jeudi","vin",370
111723,"mercredi","vin",250
111723,"mardi","vin",200
111724,"lundi","vin",150
111724,"mercredi","biere",330
111724,"samedi","biere",750
111724,"vendredi","vin",100
111724,"mardi","vin",150
111724,"jeudi","vin",150
111728,"mardi","vin",200
111728,"mercredi","vin",200
111728,"jeudi","biere",500
111728,"dimanche","vin",200
111728,"dimanche","spirit",50
111728,"dimanche","biere",250
111728,"mercredi","biere",250
111728,"vendredi","biere",250
111728,"lundi","biere",500
111728,"mardi","biere",250
111728,"vendredi","vin",200
111728,"samedi","biere",500
111730,"vendredi","vin",50
111730,"samedi","vin",100
111730,"lundi","vin",150
111730,"mercredi","vin",150
111730,"dimanche","vin",210
111730,"jeudi","vin",100
111735,"samedi","spirit",150
111735,"lundi","spirit",100
111735,"vendredi","spirit",150
111735,"samedi","vin",300
111735,"mercredi","spirit",200
111735,"jeudi","spirit",300
111735,"dimanche","spirit",350
111735,"mardi","spirit",200
111739,"dimanche","vin",100
111743,"dimanche","spirit",50
111749,"mardi","biere",500
111749,"lundi","vin",120
