"nomen","nomjour","nomgr","qte_nette"
116343,"samedi","vin",300
116343,"jeudi","biere",500
116343,"samedi","biere",500
116354,"lundi","vin",360
116354,"jeudi","biere",250
116354,"mercredi","biere",250
116354,"dimanche","vin",120
116354,"samedi","vin",120
116354,"vendredi","vin",240
116354,"dimanche","spirit",40
116354,"vendredi","biere",250
116354,"dimanche","biere",250
116354,"mardi","biere",250
116354,"samedi","biere",250
116362,"jeudi","vin",120
116362,"dimanche","vin",120
116362,"samedi","cocktail",200
116362,"mardi","vin",120
116362,"dimanche","biere",150
116362,"dimanche","spirit",40
116362,"jeudi","biere",600
116362,"samedi","vin",460
116362,"vendredi","biere",150
116369,"samedi","cidre",120
116374,"samedi","vin",300
116374,"jeudi","vin",480
116374,"dimanche","cocktail",330
116374,"samedi","cocktail",200
116375,"lundi","vin",200
116375,"mercredi","biere",250
116375,"vendredi","vin",250
116375,"mercredi","spirit",15
116375,"jeudi","vin",150
116375,"dimanche","vin",200
116375,"mardi","vin",425
116375,"mardi","cocktail",100
116375,"mercredi","cocktail",100
116375,"samedi","vin",400
116378,"mercredi","vin",90
116378,"samedi","vin",60
116378,"jeudi","vin",60
116379,"jeudi","vin",100
116380,"lundi","vin",150
116380,"mardi","vin",150
116380,"dimanche","vin",300
116380,"dimanche","cocktail",150
116380,"samedi","cocktail",150
116380,"samedi","vin",150
116380,"samedi","cidre",150
116382,"mardi","vin",240
116382,"mercredi","vin",200
116382,"vendredi","vin",240
116382,"jeudi","vin",100
116382,"dimanche","cidre",240
116393,"vendredi","vin",240
116393,"dimanche","vin",150
116393,"mardi","vin",300
116393,"dimanche","spirit",90
116393,"samedi","vin",390
116393,"jeudi","vin",120
116393,"mardi","biere",500
116393,"jeudi","biere",500
116393,"samedi","spirit",80
116393,"vendredi","biere",500
116393,"mardi","spirit",50
116393,"jeudi","spirit",50
116393,"samedi","biere",500
116393,"mercredi","spirit",40
116398,"samedi","biere",250
116398,"vendredi","vin",200
116398,"samedi","vin",200
116398,"mercredi","biere",250
116398,"mercredi","cocktail",100
116398,"mardi","cocktail",100
116398,"lundi","cocktail",100
116398,"vendredi","spirit",200
116398,"vendredi","cocktail",100
116398,"jeudi","cocktail",100
116406,"vendredi","vin",300
116406,"mercredi","biere",750
116406,"mardi","biere",250
116406,"mardi","vin",150
116406,"dimanche","spirit",30
116406,"lundi","vin",150
116413,"samedi","cocktail",120
116413,"samedi","vin",450
116413,"mercredi","biere",250
116425,"dimanche","cocktail",120
116425,"samedi","cocktail",240
116441,"mercredi","biere",250
116441,"samedi","biere",200
116441,"jeudi","spirit",50
116441,"jeudi","vin",100
116441,"dimanche","cocktail",120
116441,"samedi","cocktail",100
116441,"dimanche","vin",180
116451,"dimanche","vin",50
116454,"samedi","vin",150
116458,"mercredi","spirit",40
116458,"mercredi","vin",160
116458,"dimanche","spirit",20
116460,"vendredi","biere",750
116460,"dimanche","biere",250
116460,"lundi","biere",750
116460,"jeudi","vin",350
116460,"samedi","vin",300
116460,"samedi","biere",250
116460,"jeudi","biere",250
116460,"lundi","vin",400
116476,"jeudi","spirit",50
116476,"jeudi","vin",100
116476,"samedi","vin",500
116476,"lundi","cocktail",300
116476,"dimanche","vin",200
116476,"dimanche","cocktail",300
116476,"dimanche","spirit",100
116478,"mercredi","spirit",50
116478,"samedi","vin",200
116479,"samedi","spirit",120
116479,"dimanche","vin",100
116480,"mardi","cidre",250
116480,"vendredi","biere",750
116480,"dimanche","cidre",80
116480,"mardi","biere",330
116480,"dimanche","vin",150
116481,"samedi","spirit",80
116481,"dimanche","vin",400
116481,"dimanche","cocktail",120
116481,"dimanche","spirit",40
116481,"samedi","vin",300
116481,"lundi","vin",150
116481,"samedi","biere",250
116483,"mercredi","vin",200
116483,"dimanche","vin",200
116483,"mardi","vin",100
116483,"jeudi","vin",100
116483,"samedi","vin",75
116483,"lundi","vin",100
116483,"vendredi","vin",50
116485,"samedi","cidre",150
116485,"vendredi","cocktail",120
116485,"mardi","spirit",100
116485,"dimanche","vin",120
116485,"samedi","vin",360
116499,"samedi","cocktail",100
116499,"samedi","cidre",500
116506,"mercredi","cocktail",240
116506,"dimanche","vin",450
116506,"samedi","vin",300
116506,"lundi","vin",300
116506,"vendredi","cocktail",360
116506,"samedi","spirit",40
116515,"mercredi","spirit",50
116515,"lundi","cidre",120
116515,"jeudi","spirit",100
116515,"jeudi","vin",100
116522,"samedi","cocktail",120
116522,"samedi","vin",450
116528,"vendredi","vin",600
116528,"mardi","biere",330
116528,"lundi","vin",600
116528,"jeudi","vin",1050
116528,"mardi","vin",750
116528,"mercredi","vin",600
116528,"lundi","biere",500
116528,"dimanche","vin",750
116528,"samedi","vin",650
116529,"jeudi","biere",1000
116529,"vendredi","biere",1750
116529,"mardi","vin",300
116529,"dimanche","vin",600
116529,"mardi","biere",1000
116529,"samedi","biere",500
116529,"mercredi","cocktail",120
116529,"samedi","vin",600
116529,"mardi","cocktail",120
116529,"mercredi","vin",300
116529,"mercredi","biere",750
116529,"lundi","vin",300
116529,"samedi","cocktail",240
116529,"lundi","cocktail",120
116549,"samedi","biere",1320
116551,"dimanche","cocktail",100
116551,"lundi","cocktail",50
116551,"vendredi","spirit",40
116551,"vendredi","cidre",400
116551,"samedi","cocktail",100
116551,"lundi","spirit",20
116551,"jeudi","vin",120
116551,"samedi","spirit",80
116551,"mardi","vin",100
116551,"jeudi","spirit",40
116551,"samedi","vin",300
116551,"dimanche","vin",250
116552,"lundi","vin",100
116552,"jeudi","spirit",50
116552,"dimanche","cocktail",150
116561,"dimanche","cocktail",200
116561,"dimanche","vin",120
116562,"lundi","spirit",40
116578,"dimanche","spirit",80
116578,"vendredi","spirit",80
116578,"samedi","biere",250
116585,"mercredi","vin",240
116585,"mardi","vin",200
116585,"mercredi","biere",250
116598,"samedi","vin",250
116598,"dimanche","vin",375
116598,"vendredi","cocktail",300
116601,"samedi","spirit",40
116601,"vendredi","spirit",50
116602,"samedi","vin",100
116602,"dimanche","vin",100
116602,"dimanche","cocktail",250
116602,"mardi","vin",120
116646,"vendredi","biere",250
116646,"samedi","biere",250
116646,"mardi","biere",250
116646,"mercredi","vin",225
116646,"jeudi","vin",450
116646,"dimanche","spirit",50
116646,"lundi","biere",250
116664,"mardi","vin",900
116664,"vendredi","biere",660
116664,"jeudi","biere",660
116664,"mardi","biere",660
116664,"vendredi","vin",460
116664,"lundi","vin",600
116664,"samedi","biere",660
116664,"dimanche","vin",340
116664,"dimanche","biere",1000
116664,"samedi","vin",780
116664,"lundi","spirit",100
116664,"jeudi","vin",460
116664,"mercredi","vin",660
116667,"vendredi","vin",100
116667,"jeudi","vin",200
116684,"dimanche","biere",250
116684,"vendredi","cocktail",120
116684,"mercredi","vin",480
116684,"mardi","biere",250
116684,"dimanche","cocktail",240
116684,"jeudi","cocktail",120
116684,"dimanche","vin",360
116684,"mercredi","cocktail",240
116684,"samedi","biere",750
116684,"mercredi","biere",500
116684,"jeudi","biere",1320
116685,"dimanche","spirit",80
116685,"samedi","spirit",80
116685,"dimanche","vin",450
116701,"lundi","biere",250
116705,"dimanche","biere",250
116705,"samedi","biere",250
116706,"jeudi","vin",300
116706,"dimanche","cocktail",120
116706,"vendredi","vin",150
116706,"samedi","biere",330
116706,"dimanche","vin",200
116706,"vendredi","spirit",40
116706,"lundi","biere",330
116706,"lundi","vin",240
116706,"mardi","vin",120
116707,"mardi","spirit",24
116707,"jeudi","vin",150
116707,"samedi","biere",250
116707,"samedi","vin",200
116709,"dimanche","vin",480
116709,"jeudi","vin",300
116709,"dimanche","spirit",40
116709,"samedi","spirit",80
116709,"mercredi","vin",240
116709,"lundi","vin",120
116709,"samedi","vin",460
116716,"vendredi","vin",200
116716,"jeudi","vin",800
116716,"mercredi","vin",150
116716,"samedi","vin",450
116719,"samedi","cocktail",240
116719,"dimanche","cocktail",240
116719,"mardi","biere",250
116719,"samedi","biere",1250
116719,"dimanche","biere",2000
116724,"samedi","vin",300
116724,"vendredi","vin",300
116724,"mardi","vin",300
116724,"lundi","vin",300
116731,"mercredi","cocktail",330
116731,"dimanche","biere",1300
116731,"vendredi","biere",1500
116731,"mercredi","biere",330
116734,"samedi","cocktail",330
116752,"vendredi","vin",100
116752,"lundi","cocktail",60
116752,"lundi","vin",300
116758,"mardi","vin",200
116758,"jeudi","vin",100
116767,"vendredi","cidre",200
116767,"dimanche","vin",800
116767,"jeudi","cocktail",350
116767,"lundi","vin",200
116767,"vendredi","vin",700
116767,"mardi","vin",400
116767,"samedi","spirit",50
116767,"jeudi","vin",240
116767,"mercredi","vin",360
116767,"samedi","vin",380
116767,"vendredi","spirit",40
116767,"vendredi","biere",250
116776,"mercredi","vin",150
116783,"dimanche","vin",200
116783,"lundi","spirit",80
116783,"samedi","vin",150
116783,"samedi","biere",750
116785,"jeudi","vin",340
116785,"vendredi","cocktail",120
116785,"vendredi","vin",600
116785,"dimanche","vin",240
116794,"samedi","vin",150
116795,"samedi","cocktail",120
116795,"vendredi","cocktail",100
116795,"dimanche","vin",480
116795,"samedi","vin",240
116795,"dimanche","cocktail",120
116795,"mercredi","vin",150
116798,"jeudi","vin",100
116798,"mercredi","vin",200
116798,"mardi","vin",200
116804,"samedi","spirit",40
116804,"samedi","vin",200
116804,"samedi","biere",250
116807,"mardi","spirit",200
116807,"vendredi","vin",100
116807,"mercredi","vin",100
116807,"jeudi","vin",100
116807,"dimanche","cidre",400
116807,"samedi","spirit",60
116807,"dimanche","vin",900
116809,"dimanche","spirit",12.5
116810,"mercredi","vin",300
116810,"jeudi","cocktail",100
116810,"mardi","vin",100
116816,"vendredi","vin",30
116816,"vendredi","spirit",50
116822,"vendredi","vin",300
116822,"samedi","vin",550
116822,"lundi","vin",100
116822,"dimanche","vin",200
116824,"jeudi","vin",450
116824,"samedi","biere",250
116824,"samedi","vin",600
116824,"mercredi","vin",300
116824,"lundi","vin",300
116824,"jeudi","cocktail",100
116824,"dimanche","vin",300
116824,"dimanche","biere",250
116824,"vendredi","vin",150
116824,"mardi","vin",300
116825,"samedi","vin",450
116825,"lundi","vin",750
116825,"jeudi","vin",750
116825,"vendredi","vin",300
116825,"mardi","vin",750
116825,"dimanche","vin",550
116825,"mercredi","vin",750
116826,"dimanche","vin",225
116826,"jeudi","spirit",50
116826,"dimanche","spirit",50
116829,"jeudi","biere",660
116829,"mercredi","biere",500
116829,"samedi","biere",1160
116829,"lundi","biere",500
116829,"vendredi","biere",990
116829,"mardi","biere",250
116835,"vendredi","spirit",120
116835,"vendredi","vin",300
116835,"samedi","vin",360
116835,"dimanche","spirit",80
116835,"samedi","spirit",120
116839,"dimanche","vin",120
116839,"lundi","vin",120
116839,"samedi","vin",120
116839,"jeudi","vin",50
116848,"samedi","vin",400
116848,"dimanche","vin",300
116848,"mercredi","vin",200
116848,"jeudi","vin",200
116848,"lundi","vin",200
116848,"mardi","vin",300
116848,"vendredi","vin",300
116850,"dimanche","cocktail",100
116850,"lundi","vin",200
116850,"mardi","spirit",40
116850,"dimanche","vin",150
116863,"dimanche","vin",400
116863,"mardi","vin",200
116863,"vendredi","vin",200
116863,"lundi","vin",200
116866,"jeudi","vin",150
116866,"jeudi","biere",250
116866,"lundi","vin",150
116866,"mardi","vin",150
116866,"mercredi","vin",300
116866,"vendredi","biere",250
116866,"samedi","cocktail",120
116866,"samedi","vin",300
116866,"mardi","biere",250
116866,"vendredi","vin",300
116866,"mercredi","biere",250
116866,"dimanche","vin",220
116872,"samedi","vin",600
116872,"samedi","cocktail",240
116872,"jeudi","cocktail",240
116872,"lundi","vin",200
116880,"dimanche","vin",300
116880,"dimanche","cocktail",370
116880,"samedi","spirit",100
116909,"vendredi","vin",350
116909,"dimanche","vin",250
116909,"mardi","spirit",60
116913,"vendredi","biere",290
116913,"lundi","vin",250
116913,"dimanche","vin",775
116913,"samedi","biere",330
116913,"mardi","spirit",100
116913,"mercredi","biere",165
116913,"samedi","vin",500
116913,"lundi","biere",250
116913,"mercredi","vin",100
116914,"mercredi","vin",50
116914,"samedi","vin",100
116914,"dimanche","vin",100
116914,"mardi","vin",100
116934,"dimanche","vin",150
116934,"samedi","biere",330
116934,"mercredi","biere",500
116934,"samedi","vin",300
116934,"jeudi","vin",400
116934,"dimanche","biere",120
116934,"jeudi","cocktail",1000
116938,"samedi","vin",900
116938,"samedi","cocktail",300
116949,"lundi","vin",150
116952,"vendredi","biere",250
116957,"jeudi","vin",200
116957,"lundi","vin",150
116957,"dimanche","vin",700
116964,"vendredi","spirit",80
116964,"mardi","vin",240
116964,"vendredi","vin",240
116964,"mercredi","spirit",40
116964,"mardi","spirit",80
116964,"mercredi","biere",250
116964,"mercredi","vin",240
116964,"lundi","cocktail",500
116964,"dimanche","spirit",40
116964,"lundi","biere",500
116970,"vendredi","vin",24
116970,"jeudi","vin",48
116970,"mercredi","vin",48
116970,"dimanche","vin",132
116970,"mardi","vin",84
116970,"lundi","vin",48
116970,"samedi","vin",66
116976,"samedi","cocktail",200
116979,"samedi","vin",200
116979,"samedi","cocktail",120
116979,"mardi","biere",250
116979,"mardi","vin",150
116979,"jeudi","vin",220
116981,"lundi","vin",120
116981,"mercredi","cocktail",240
116981,"vendredi","vin",360
116981,"dimanche","vin",240
116981,"jeudi","vin",360
116981,"samedi","vin",480
116981,"mercredi","vin",360
116981,"vendredi","cocktail",240
116981,"mardi","vin",150
116988,"dimanche","vin",300
116988,"vendredi","spirit",75
116988,"samedi","spirit",121
116988,"samedi","vin",375
116988,"dimanche","cocktail",100
116997,"vendredi","cocktail",240
117000,"vendredi","vin",100
117000,"jeudi","spirit",150
117000,"dimanche","vin",660
117003,"samedi","vin",450
117003,"samedi","biere",1650
117012,"samedi","biere",250
117012,"dimanche","vin",450
117012,"mercredi","vin",1000
117012,"lundi","biere",500
117012,"lundi","vin",250
117012,"vendredi","vin",250
117012,"vendredi","biere",250
117012,"jeudi","vin",1250
117012,"samedi","vin",800
117012,"mardi","vin",300
117012,"jeudi","cocktail",480
117012,"dimanche","biere",500
117014,"lundi","vin",100
117014,"dimanche","biere",330
117017,"samedi","spirit",150
117017,"vendredi","spirit",50
117017,"dimanche","vin",150
117017,"vendredi","vin",450
117017,"lundi","spirit",100
117017,"lundi","vin",150
117017,"samedi","vin",200
117043,"mercredi","vin",150
117043,"samedi","vin",540
117043,"lundi","vin",150
117043,"vendredi","vin",150
117043,"dimanche","vin",150
117060,"mercredi","biere",250
117060,"samedi","biere",250
117065,"dimanche","vin",300
117065,"mardi","vin",300
117065,"samedi","vin",300
117065,"mercredi","vin",150
117065,"jeudi","vin",300
117065,"vendredi","vin",400
117065,"lundi","vin",700
117066,"dimanche","biere",1320
117066,"vendredi","cocktail",600
117066,"vendredi","vin",360
117066,"mardi","biere",330
117066,"mercredi","biere",500
117066,"mardi","spirit",40
117066,"samedi","spirit",160
117066,"samedi","biere",250
117066,"jeudi","biere",750
117068,"lundi","vin",240
117068,"mardi","vin",360
117068,"vendredi","spirit",120
117068,"samedi","vin",240
117068,"vendredi","vin",680
117068,"dimanche","vin",360
117068,"mercredi","vin",360
117068,"jeudi","vin",360
117080,"lundi","vin",200
117080,"samedi","spirit",80
117080,"mercredi","vin",400
117080,"mercredi","spirit",80
117080,"samedi","vin",400
117080,"jeudi","spirit",80
117080,"dimanche","cocktail",480
117080,"lundi","biere",500
117080,"vendredi","spirit",80
117080,"dimanche","biere",750
117080,"dimanche","vin",600
117086,"samedi","spirit",120
117086,"jeudi","vin",300
117086,"jeudi","spirit",200
117102,"dimanche","cocktail",480
117102,"dimanche","vin",1600
117143,"samedi","cocktail",120
117143,"dimanche","cocktail",300
117143,"samedi","vin",300
117149,"samedi","vin",120
117159,"samedi","spirit",240
117159,"samedi","cocktail",300
117162,"mardi","vin",300
117162,"samedi","cocktail",100
117162,"samedi","vin",350
117162,"vendredi","vin",200
117162,"dimanche","cocktail",100
117194,"vendredi","vin",400
117194,"mardi","spirit",40
117194,"mercredi","vin",400
123830,"vendredi","vin",450
123830,"samedi","vin",120
123830,"mercredi","vin",100
123831,"dimanche","spirit",72
123831,"vendredi","spirit",50
123831,"vendredi","biere",500
123831,"vendredi","vin",500
123876,"mercredi","vin",250
123876,"mardi","vin",200
123876,"samedi","vin",400
123876,"vendredi","vin",350
123876,"jeudi","vin",100
123880,"samedi","vin",300
123880,"samedi","cocktail",200
123880,"vendredi","cocktail",100
123887,"lundi","cocktail",240
123887,"lundi","cidre",600
123887,"dimanche","vin",450
123887,"mardi","cocktail",240
123887,"mardi","biere",250
123887,"lundi","vin",600
123887,"mercredi","vin",450
123887,"mardi","vin",900
123887,"lundi","biere",250
123887,"mardi","spirit",50
123893,"lundi","vin",250
123893,"lundi","spirit",150
123893,"jeudi","vin",240
123893,"dimanche","biere",330
123893,"mercredi","biere",330
123899,"mardi","vin",100
123899,"samedi","vin",50
123899,"vendredi","spirit",50
123917,"mardi","spirit",40
123917,"samedi","spirit",40
123917,"vendredi","spirit",40
123917,"dimanche","spirit",40
123919,"vendredi","vin",100
123919,"samedi","spirit",50
123919,"samedi","vin",50
123919,"mercredi","vin",100
123919,"mardi","cidre",400
123919,"dimanche","vin",100
123921,"samedi","vin",100
123921,"dimanche","vin",50
123922,"jeudi","biere",1650
123922,"vendredi","vin",600
123922,"mardi","vin",480
123922,"mercredi","cocktail",300
123922,"vendredi","biere",1320
123922,"samedi","vin",750
123922,"jeudi","vin",120
123922,"samedi","spirit",160
123922,"mercredi","vin",600
123924,"dimanche","vin",150
123925,"samedi","biere",250
123925,"jeudi","biere",250
123930,"mercredi","vin",300
123930,"vendredi","vin",450
123930,"vendredi","spirit",100
123930,"lundi","vin",300
123930,"samedi","vin",300
123930,"jeudi","vin",100
123930,"dimanche","vin",100
123932,"vendredi","vin",200
123932,"samedi","vin",200
123938,"dimanche","cocktail",100
123938,"samedi","spirit",80
123938,"samedi","vin",100
123951,"samedi","spirit",100
123951,"samedi","vin",100
123951,"vendredi","spirit",100
123951,"vendredi","vin",200
123962,"samedi","spirit",160
127237,"samedi","vin",200
127237,"vendredi","vin",200
127237,"mercredi","vin",400
127237,"jeudi","vin",400
127237,"mardi","vin",400
127237,"dimanche","vin",200
127237,"lundi","vin",450
127243,"mercredi","vin",50
127307,"dimanche","vin",300
127307,"jeudi","vin",150
127307,"samedi","cocktail",100
127307,"lundi","vin",150
127307,"dimanche","cocktail",100
127307,"samedi","vin",390
127307,"lundi","cocktail",200
127307,"vendredi","vin",540
127307,"mercredi","vin",300
127307,"vendredi","cocktail",100
127307,"dimanche","spirit",40
127317,"mardi","vin",400
127317,"mercredi","biere",250
127317,"dimanche","vin",300
127317,"vendredi","vin",200
127317,"dimanche","spirit",100
127317,"lundi","vin",200
127317,"dimanche","biere",250
127321,"samedi","vin",600
127321,"vendredi","biere",250
127321,"mardi","biere",250
127339,"jeudi","cocktail",100
127339,"samedi","cocktail",250
127339,"mercredi","vin",200
127339,"dimanche","spirit",50
127339,"jeudi","vin",300
127341,"mardi","biere",330
127360,"samedi","vin",40
127365,"samedi","cocktail",250
127365,"dimanche","vin",240
127365,"jeudi","biere",250
127365,"mardi","biere",250
127365,"vendredi","vin",240
127366,"lundi","biere",250
127366,"samedi","vin",120
127366,"dimanche","cocktail",50
127366,"dimanche","vin",240
127373,"vendredi","cocktail",150
127373,"jeudi","cocktail",250
127373,"mardi","biere",200
127376,"samedi","vin",480
127402,"vendredi","vin",700
127402,"samedi","vin",400
127402,"mardi","cocktail",100
127402,"samedi","cocktail",360
127402,"vendredi","cocktail",240
127402,"mercredi","vin",120
127402,"samedi","biere",250
127402,"dimanche","cocktail",300
127402,"dimanche","vin",1550
127402,"mardi","vin",300
127402,"jeudi","cocktail",100
127402,"dimanche","biere",660
127408,"jeudi","vin",270
127408,"lundi","vin",150
127408,"vendredi","vin",290
127417,"samedi","biere",1500
127417,"mercredi","spirit",120
127417,"samedi","spirit",600
127417,"mercredi","biere",1000
127431,"dimanche","vin",100
127431,"lundi","vin",100
127431,"mercredi","cocktail",100
127431,"jeudi","vin",37.5
127431,"mercredi","vin",100
127431,"samedi","cocktail",300
127431,"vendredi","vin",200
127442,"dimanche","biere",250
127442,"dimanche","cocktail",240
127442,"samedi","biere",250
127442,"jeudi","biere",250
127442,"dimanche","vin",600
133998,"jeudi","biere",250
133998,"lundi","spirit",40
133998,"jeudi","spirit",40
133998,"dimanche","vin",200
133998,"mercredi","vin",300
133998,"dimanche","spirit",20
133998,"samedi","vin",450
133998,"vendredi","biere",660
133998,"mardi","vin",225
134001,"samedi","biere",500
134002,"jeudi","vin",220
134002,"samedi","vin",150
134002,"lundi","vin",100
134002,"vendredi","vin",250
134002,"mardi","vin",100
134002,"samedi","spirit",80
134002,"dimanche","spirit",80
134002,"lundi","spirit",200
134002,"dimanche","vin",400
134003,"dimanche","spirit",40
134003,"samedi","vin",120
134003,"mardi","vin",240
134003,"dimanche","vin",240
134003,"lundi","vin",120
134004,"mardi","vin",400
134004,"samedi","spirit",160
134004,"samedi","vin",1500
134004,"jeudi","vin",800
134004,"dimanche","vin",400
134013,"samedi","cocktail",360
134013,"dimanche","vin",300
134013,"samedi","biere",250
134015,"samedi","vin",600
134015,"samedi","cocktail",360
134015,"dimanche","vin",150
134015,"lundi","vin",150
134015,"jeudi","biere",250
134015,"dimanche","cocktail",120
134015,"samedi","spirit",160
134015,"vendredi","vin",450
134015,"jeudi","spirit",120
134017,"dimanche","vin",100
134017,"samedi","spirit",10
134017,"samedi","biere",250
134017,"samedi","vin",300
134017,"lundi","vin",150
134020,"samedi","cidre",240
134020,"vendredi","vin",100
134020,"samedi","spirit",50
134037,"samedi","vin",120
134037,"dimanche","vin",120
134037,"dimanche","cocktail",100
134045,"jeudi","cocktail",120
134045,"samedi","cocktail",60
134045,"jeudi","vin",120
134045,"lundi","cocktail",240
134045,"vendredi","cocktail",240
134049,"mardi","vin",50
134050,"jeudi","cocktail",240
134050,"samedi","cocktail",450
134066,"jeudi","vin",400
134066,"mercredi","vin",400
134066,"samedi","spirit",80
134066,"dimanche","spirit",120
134066,"vendredi","spirit",80
134066,"lundi","vin",400
134067,"dimanche","cocktail",120
134070,"lundi","vin",150
134070,"samedi","vin",300
134070,"samedi","cocktail",500
134070,"dimanche","vin",150
134072,"dimanche","vin",100
134072,"samedi","vin",250
134072,"samedi","spirit",50
134072,"vendredi","vin",100
134074,"jeudi","vin",150
134078,"jeudi","vin",60
134079,"samedi","vin",300
134083,"lundi","vin",200
134083,"mardi","vin",200
134083,"samedi","vin",200
134083,"jeudi","vin",200
134083,"dimanche","vin",100
134083,"mercredi","vin",200
134083,"vendredi","vin",200
134091,"vendredi","vin",120
134092,"dimanche","vin",500
134092,"mercredi","vin",300
134092,"mercredi","spirit",280
134093,"samedi","spirit",80
134104,"dimanche","spirit",50
134106,"jeudi","vin",240
134106,"vendredi","vin",60
134106,"samedi","vin",300
134106,"mercredi","vin",300
134106,"vendredi","spirit",60
134106,"mardi","vin",120
134106,"dimanche","vin",450
134106,"lundi","vin",700
134106,"dimanche","spirit",40
134121,"mardi","vin",30
134121,"lundi","vin",24
134121,"samedi","vin",24
134121,"dimanche","vin",24
134121,"mercredi","vin",30
134122,"vendredi","spirit",120
134122,"lundi","spirit",300
134122,"lundi","vin",150
134122,"mardi","spirit",200
134122,"mercredi","spirit",160
134122,"vendredi","vin",120
134122,"samedi","spirit",40
134122,"mercredi","vin",240
134122,"dimanche","cocktail",360
134127,"dimanche","cocktail",100
137232,"lundi","biere",330
137232,"samedi","spirit",40
137232,"vendredi","vin",150
137232,"mercredi","cocktail",500
137232,"samedi","cocktail",240
137232,"dimanche","spirit",300
137232,"samedi","vin",920
137232,"samedi","biere",500
137232,"mercredi","vin",150
137232,"jeudi","biere",330
137232,"jeudi","vin",800
137232,"lundi","cocktail",240
137242,"vendredi","spirit",50
137257,"dimanche","vin",120
137262,"mardi","vin",200
137262,"dimanche","vin",300
137262,"mercredi","vin",300
137262,"samedi","vin",400
137262,"vendredi","vin",400
137262,"jeudi","vin",200
137262,"lundi","vin",200
137282,"vendredi","vin",350
137282,"lundi","vin",100
137284,"lundi","cocktail",500
137309,"samedi","spirit",50
137334,"samedi","spirit",25
137334,"mardi","vin",100
137334,"vendredi","spirit",25
137336,"samedi","vin",900
137336,"dimanche","vin",450
137345,"samedi","vin",300
137345,"samedi","cocktail",200
137345,"mardi","cocktail",200
137345,"mardi","biere",500
137345,"vendredi","cocktail",120
137345,"vendredi","vin",900
137345,"dimanche","vin",300
137345,"mercredi","cocktail",120
137345,"dimanche","cocktail",240
137345,"dimanche","biere",750
137349,"samedi","biere",2000
137349,"lundi","vin",300
137349,"lundi","cocktail",360
137349,"samedi","vin",600
137349,"mercredi","vin",150
137349,"dimanche","vin",450
137349,"dimanche","biere",2640
137352,"dimanche","spirit",50
137352,"samedi","vin",100
137352,"dimanche","vin",120
137389,"dimanche","biere",250
137389,"jeudi","spirit",40
137389,"jeudi","vin",200
137389,"dimanche","spirit",40
137389,"samedi","vin",200
137389,"jeudi","biere",250
137399,"dimanche","cocktail",150
137399,"samedi","vin",100
137399,"samedi","cocktail",150
137404,"dimanche","biere",250
137404,"lundi","biere",500
137404,"mercredi","biere",500
137404,"samedi","biere",1750
137404,"vendredi","biere",750
137404,"vendredi","cocktail",360
137404,"jeudi","biere",330
137404,"dimanche","cocktail",250
137404,"lundi","cocktail",250
137404,"samedi","spirit",120
137404,"jeudi","cocktail",730
137404,"samedi","cocktail",840
137406,"samedi","spirit",40
137414,"samedi","cocktail",250
137414,"mercredi","biere",250
137414,"samedi","biere",250
137414,"mardi","vin",150
137414,"lundi","vin",120
137414,"vendredi","vin",440
137414,"dimanche","vin",360
137414,"vendredi","cocktail",250
137414,"jeudi","cocktail",750
137414,"jeudi","vin",240
137414,"vendredi","biere",250
137415,"mardi","vin",200
137415,"vendredi","vin",300
137432,"dimanche","vin",120
170001,"samedi","biere",330
170001,"vendredi","vin",600
170008,"vendredi","biere",330
170008,"samedi","spirit",80
170008,"dimanche","biere",330
170008,"samedi","vin",600
170008,"mardi","biere",330
170008,"vendredi","vin",600
170008,"vendredi","spirit",80
170008,"samedi","biere",330
170008,"jeudi","vin",450
170008,"mardi","vin",300
170008,"lundi","vin",675
170008,"dimanche","vin",450
170008,"mercredi","vin",525
170008,"lundi","spirit",40
170008,"jeudi","biere",250
170023,"vendredi","spirit",45
170023,"samedi","cidre",1000
170052,"jeudi","vin",240
170052,"lundi","spirit",50
170052,"samedi","cocktail",120
170052,"mercredi","vin",150
170052,"dimanche","spirit",40
170052,"mercredi","biere",250
170052,"dimanche","biere",250
170052,"lundi","vin",270
170052,"vendredi","vin",300
170052,"mardi","vin",270
170052,"mercredi","cocktail",120
170058,"dimanche","vin",250
170058,"jeudi","vin",250
170059,"samedi","spirit",160
170059,"mardi","cocktail",1650
170059,"mercredi","biere",500
170059,"vendredi","biere",250
170059,"samedi","cocktail",750
170059,"mardi","biere",2000
170062,"samedi","vin",240
170062,"dimanche","vin",240
170062,"mercredi","vin",240
170062,"mardi","vin",240
170062,"lundi","vin",240
170062,"vendredi","vin",240
170062,"jeudi","vin",240
170062,"dimanche","spirit",100
170062,"samedi","spirit",100
170076,"dimanche","vin",150
170077,"dimanche","vin",100
170077,"dimanche","cocktail",100
170077,"vendredi","vin",120
170077,"mardi","vin",300
170078,"mercredi","vin",120
170078,"mardi","vin",360
170078,"mardi","biere",250
170078,"lundi","vin",240
170078,"samedi","vin",120
170078,"dimanche","biere",250
170078,"samedi","biere",250
170078,"dimanche","vin",240
170083,"vendredi","vin",480
170083,"jeudi","vin",840
170083,"samedi","vin",860
170083,"dimanche","vin",680
170083,"mardi","vin",360
170083,"mercredi","vin",840
170083,"mercredi","spirit",40
170083,"lundi","vin",360
170083,"dimanche","biere",250
